961.0;363.0;226.0;81.0;31.0;248.0;79.0;200.0;1.0;3.0;20.0;6.0;18.0;15.0;11.0;16.0;2.0;0.0;1.0;0.0;14.0;27.0;4.0;37.0;0.0;0.0;0.0;58.0;0.0;0.0;1.0;133.0;8.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;703.0
255.0;1492.0;120.0;214.0;41.0;78.0;34.0;76.0;1.0;3.0;9.0;8.0;64.0;56.0;13.0;27.0;0.0;0.0;3.0;2.0;8.0;25.0;2.0;15.0;1.0;0.0;0.0;27.0;1.0;0.0;2.0;75.0;11.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;555.0
451.0;253.0;4088.0;793.0;483.0;3933.0;1062.0;1971.0;1.0;7.0;37.0;8.0;45.0;205.0;38.0;279.0;6.0;0.0;10.0;0.0;86.0;273.0;19.0;459.0;5.0;0.0;2.0;530.0;8.0;3.0;27.0;1232.0;81.0;5.0;12.0;3.0;0.0;4.0;5.0;2.0;29.0;5.0;5.0;1.0;3.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;93.0;0.0;2.0;4.0;5.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;320.0;1581.0
97.0;347.0;575.0;1069.0;300.0;695.0;245.0;363.0;6.0;6.0;33.0;23.0;65.0;205.0;32.0;165.0;2.0;1.0;5.0;5.0;44.0;190.0;9.0;233.0;2.0;0.0;1.0;110.0;1.0;2.0;4.0;172.0;20.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;1.0;7.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;134.0;464.0
70.0;77.0;433.0;436.0;1092.0;1638.0;630.0;753.0;2.0;10.0;8.0;8.0;18.0;93.0;40.0;287.0;8.0;3.0;6.0;2.0;133.0;398.0;11.0;534.0;1.0;0.0;1.0;233.0;2.0;1.0;12.0;427.0;27.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0;1.0;1.0;9.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.0;247.0
722.0;280.0;5095.0;1356.0;2514.0;24788.0;10420.0;11424.0;8.0;39.0;44.0;35.0;74.0;298.0;127.0;778.0;25.0;5.0;56.0;22.0;710.0;2098.0;90.0;3392.0;10.0;2.0;14.0;2682.0;15.0;6.0;138.0;4790.0;415.0;26.0;18.0;1.0;2.0;3.0;33.0;2.0;125.0;10.0;5.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;420.0;3.0;8.0;14.0;50.0;7.0;1.0;2.0;4.0;2.0;7.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;2.0;1307.0;2493.0
282.0;144.0;1294.0;493.0;926.0;11059.0;16818.0;15060.0;7.0;23.0;22.0;26.0;27.0;147.0;72.0;228.0;4.0;3.0;36.0;27.0;286.0;2177.0;74.0;3822.0;16.0;3.0;10.0;2825.0;5.0;11.0;79.0;4781.0;373.0;31.0;30.0;0.0;0.0;4.0;18.0;4.0;90.0;9.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;314.0;3.0;3.0;4.0;35.0;1.0;0.0;2.0;9.0;1.0;0.0;1.0;1.0;6.0;2.0;0.0;2.0;0.0;2.0;1.0;964.0;936.0
740.0;362.0;3174.0;1069.0;1653.0;16030.0;19714.0;110600.0;23.0;91.0;88.0;52.0;69.0;377.0;221.0;653.0;47.0;6.0;87.0;52.0;636.0;3513.0;185.0;14341.0;61.0;16.0;83.0;29763.0;61.0;72.0;532.0;60085.0;4817.0;346.0;352.0;34.0;9.0;69.0;241.0;16.0;998.0;107.0;68.0;16.0;6.0;15.0;0.0;8.0;9.0;2.0;3.0;1.0;3.0;0.0;3.0;2534.0;11.0;41.0;54.0;266.0;56.0;13.0;12.0;43.0;7.0;12.0;8.0;16.0;19.0;3.0;8.0;9.0;2.0;2.0;6.0;7087.0;3769.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
2.0;4.0;3.0;1.0;0.0;5.0;2.0;1.0;7.0;87.0;15.0;3.0;1.0;1.0;6.0;12.0;8.0;0.0;2.0;0.0;5.0;3.0;0.0;15.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;29.0
4.0;10.0;12.0;30.0;14.0;12.0;2.0;19.0;7.0;80.0;294.0;30.0;13.0;52.0;108.0;15.0;7.0;1.0;13.0;0.0;10.0;11.0;1.0;10.0;4.0;0.0;1.0;12.0;0.0;2.0;0.0;9.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;126.0
